symbol,name,nse_sector,yahoo_sector,yahoo_industry,mcap_cr,median_traded_value_cr,current_micro_sectors,summary
SIGNATURE,Signatureglobal (India) Limited,Realty,Real Estate,Real Estate - Development,10719.0,15.4,,"Signatureglobal (India) Limited operates as a real estate development company in India. It operates through Real Estate, NBFC, and Others segments. The company focuses on affordable and mid segment housing. It also engages in non-banking financial company activities; supply of construction materials; buying, owning, selling, developing, and dealing in land and immovable property, which includes re"
DBREALTY,Valor Estate Limited,Realty,Real Estate,Real Estate - Development,5169.0,10.67,,"Valor Estate Limited, together with its subsidiaries, operates as a real estate construction and development company in India. It operates in two segments: Real Estate Business and Hospitality Business. The company develops and sells residential, commercial, retail, and other projects, such as mass housing and cluster redevelopment, as well as hospitality projects. The company was formerly known a"
PURVA,Puravankara Limited,Realty,Real Estate,Real Estate - Development,5097.0,3.72,,"Puravankara Limited, together with its subsidiaries, designs, develops, constructs, and markets residential and commercial properties in India. The company was founded in 1975 and is headquartered in Bengaluru, India."
SUNTECK,Sunteck Realty Limited,Realty,Real Estate,Real Estate - Development,4258.0,3.34,,"Sunteck Realty Limited, together with its subsidiaries, engages in real estate construction and development in India. The company develops residential, office spaces, commercial and retail, and mixed-use properties under the Signature Island, Signia Isles, Signia Pearl, Sunteck Crescent Park, Sunteck Sky Park, Sunteck City, Sunteck World, and Sunteck Beach Residence names. It also leases real esta"
TARC,TARC Limited,Realty,Real Estate,Real Estate - Development,3835.0,6.3,,"TARC Limited engages in real estate development in India. It is involved in the construction and development of residential projects, commercial projects, township projects, SEZ, IT park, and malls; sale of real estate units, including land, plots, apartments, commercial units, and development rights; and Co-development of projects; and rental of investment properties. The company was formerly kno"
PHOENIXLTD,The Phoenix Mills Limited,Realty,Real Estate,Real Estate - Diversified,68996.0,64.37,,"The Phoenix Mills Limited engages in the operation and management of malls, construction of commercial and residential properties, and hotel business in India. The company operates in three segments, Property and Related Services, Hospitality, and Residential Business. Its real estate asset portfolio consists of retail mall, commercial office, residential, and hospitality projects located in Mumba"
PRESTIGE,Prestige Estates Projects Limited,Realty,Real Estate,Real Estate - Diversified,63490.0,73.97,,"Prestige Estates Projects Limited, together with its subsidiaries, engages in the real estate development and related activities in India. It develops residential projects, such as apartments, villas, integrated townships, and plotted developments. The company is also involved in the development of commercial properties, including office parks, corporate campuses, built-to-suit developments, busin"
EMBDL,Embassy Developments Limited,Realty,Real Estate,Real Estate - Diversified,8186.0,14.93,,"Embassy Developments Limited operates as a real estate company in India. The company engages in developing real estate, specializing in the construction and development of residential, commercial, and special economic zone (SEZ) projects. The company was formerly known as Equinox India Developments Limited and changed its name to Embassy Developments Limited in February 2025. Embassy Developments"
ABREL,Aditya Birla Real Estate Limited,Realty,Real Estate,Real Estate Services,13680.0,16.09,,"Aditya Birla Real Estate Limited develops, leases, and invests in real estate properties and primarily in India. The company operates through Real Estate and Other segments. The company offers viscose filament and tyre yarn related products. It also develops commercial and residential projects; and leases properties and real estate development. In addition, the company engages in the salt works an"
INDIGO,InterGlobe Aviation Limited,Services,Industrials,Airlines,191052.0,271.77,,"InterGlobe Aviation Limited, together with its subsidiaries, provides air transportation services under the IndiGo brand in India and internationally. The company offers pre-flight and post-flight ground handling operations; passenger and cargo services; and related allied services, such as in-flight sales, and other allied services at the airports. It also engages in aircraft and other aircraft-r"
GMRAIRPORT,GMR AIRPORTS LIMITED,Services,Industrials,Airports & Air Services,104217.0,102.9,,"GMR Airports Limited development, maintenance, and operation of airports in India. It is also involved in operation of international airports on build, own, operate, and transfer basis. In addition, the company engages in construction business, including engineering, procurement, and construction contracting activities; and provides security services, as well as engages in maintenance, repairing,"
MMTC,MMTC Limited,Services,Industrials,Conglomerates,8969.0,6.46,,"MMTC Limited operates as a trading company in Asia, Europe, Africa, the Middle East, Latin America, and North America. It operates through Minerals, Precious Metals, Metals, Agro Products, Coal & Hydrocarbon, Fertilizer, and General Trade/others segments. The company engages in the export of minerals; and import of precious metals, non-ferrous metals, fertilizers, agro products, coal and hydrocarb"
NESCO,Nesco Limited,Services,Industrials,Conglomerates,7623.0,4.45,,"Nesco Limited builds an IT park in India and internationally. The company operates through Realty, Bombay Exhibition Center, Industrial Capital Goods Division, Foods, and Way Side Amenities segments. It is also involved in the operation of exhibition venue that hosts trade shows, events, exhibitions, conventions, conferences, as well as wedding and social celebrations, and outdoor catering; and me"
MSTCLTD,Mstc Limited,Services,Industrials,Conglomerates,5138.0,20.71,,"MSTC Limited engages in providing e-commerce and scrap recovery services in India. The company operates in two segments, Marketing and E-Commerce. It is involved in e-procurement, e-auction, tender, recycling, and e-sale business, as well as trading business. The company also engages in disposal of ferrous and non-ferrous scrap, surplus stores, minerals, agri and forest produces, etc. The company"
REDINGTON,Redington Limited,Services,Technology,Information Technology Services,30649.0,179.9,,"Redington Limited distributes information technology, mobility, and other technology products in India, the Middle East, Turkey, Africa, and South Asian countries. It provides AI and automation, software applications, security, digital printing, data and analytics, infrastructure, 3D printing, network modernization, cyber security, solar, gaming, AR and VR, home automation, wearables, and displays"
FSL,Firstsource Solutions Limited,Services,Technology,Information Technology Services,18606.0,19.79,,"Firstsource Solutions Limited provides technology-enabled business process services in Asia, the United Kingdom, the United States, and internationally. The company operates through four segments: Healthcare; Banking and Financial Services; Communications, Media and Technology; and Diverse Industries. It offers core banking, card and digital payments, consumer lending, mortgage, commercial lending"
ECLERX,eClerx Services Limited,Services,Technology,Information Technology Services,17956.0,35.49,,"eClerx Services Limited provides business process management, change management, data-driven insights, and advanced analytics services in North America, the United Kingdom, rest of Europe, and the Asia Pacific. It offers omnichannel customer support, customer journey mapping, quality monitoring, and field technical operations; digital marketing services, including omnichannel campaigns, creative p"
